Comment_number,User_number,Date_of_comment,Proof_of_payment,Platform_ID,Platform,Nested_comment,Rating,Comment,comment_clean,date,time_of_comment,year,month,month_year,week_day,week_day_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237623,29186,2016-11-20 01:48:14,0,90,binbango,0,1,"bonjour<br />
<br />
les site avec enchere comme boutique a part les tout gros compte personne peu prétendre a gagner un lot donc statut arnaque bien mériter moi depuis que le web a enlever la vrai boutique jai stopper net ce site sans etre sur en + quil y a reelement des gagnants car aucune indication ne permet de le dire car on ne sais pas a combien l enchere la plus haute est donc je pense que tout est fictif et quil ni a pas de gagnant ni lenchere ni le pseudo de l enchere la plus haute apparait sa veut tout dire <span class=editCom> | Edit. : 20/11/2016 21:22:35</span>",bonjour  les site avec enchere comme boutique a part les tout gros compte personne peu prétendre a gagner un lot donc statut arnaque bien mériter moi depuis que le web a enlever la vrai boutique jai stopper net ce site sans etre sur en + quil y a reelement des gagnants car aucune indication ne permet de le dire car on ne sais pas a combien l enchere la plus haute est donc je pense que tout est fictif et quil ni a pas de gagnant ni lenchere ni le pseudo de l enchere la plus haute apparait sa veut tout dire  | Edit. : 20/11/2016 21:22:35,2016-11-20,2020-05-09 01:48:14,2016,11,2016-11,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237668,73085,2016-11-20 12:16:32,0,10626,Quichante,0,1,"Le site ne propose plus de gains en échange de points. Il est toujours possible de participer aux quizz musicaux et de gagner des points, mais cela n'amène à aucun cadeau.","Le site ne propose plus de gains en échange de points. Il est toujours possible de participer aux quizz musicaux et de gagner des points, mais cela n'amène à aucun cadeau.",2016-11-20,2020-05-09 12:16:32,2016,11,2016-11,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237708,61198,2016-11-20 15:49:31,0,13296,KeepRewarding,0,1,Le site est passé au statut : Fermé,Le site est passé au statut : Fermé,2016-11-20,2020-05-09 15:49:31,2016,11,2016-11,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237710,39572,2016-11-20 15:52:32,0,9097,Gooprize,0,1,"site serieux ???site de merde...je investi 200 £ ,,, alors site arnaque,,,,","site serieux ???site de merde...je investi 200 £ ,,, alors site arnaque,,,,",2016-11-20,2020-05-09 15:52:32,2016,11,2016-11,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237713,39572,2016-11-20 15:55:30,0,9097,Gooprize,0,1,"arreter de jouer,,,,,pas de cadeaux...meme si  vous jouer 5 annes, jamais de cadeaux,,,,,arnaque total,<br />
","arreter de jouer,,,,,pas de cadeaux...meme si  vous jouer 5 annes, jamais de cadeaux,,,,,arnaque total, ",2016-11-20,2020-05-09 15:55:30,2016,11,2016-11,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237714,39572,2016-11-20 15:58:34,0,9097,Gooprize,0,1,"site  de merde,      arnaque","site  de merde,      arnaque",2016-11-20,2020-05-09 15:58:34,2016,11,2016-11,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238303,29396,2016-11-22 11:28:45,0,17146,Clique PTP,0,1,attention site a passé en scam il se sert de script voler ainsi que de module voler il dois 200&euro, au codeur qu il ne paiera jamais cette escro a aussi le site drumline-fun http://shortlink-url.tk/ (script volé) tropical cpm la aussi script volé qu il ma donner mais que je vais devoir arreter maintenant que je sais qu il est volé et bien d autre site et oui 2016PTP etait bien a lui aller voir sa fiche drumline-fun ou je lui dis ses 4 vérités a cette escroc et que d autre membres pense la meme chose faut plus ce laisser faire avec ces escro j ai déposé une plainte contre lui pour vole et diffamation faut plus ce laisser faire avec ces merde!,attention site a passé en scam il se sert de script voler ainsi que de module voler il dois 200€ au codeur qu il ne paiera jamais cette escro a aussi le site drumline-fun http://shortlink-url.tk/ (script volé) tropical cpm la aussi script volé qu il ma donner mais que je vais devoir arreter maintenant que je sais qu il est volé et bien d autre site et oui 2016PTP etait bien a lui aller voir sa fiche drumline-fun ou je lui dis ses 4 vérités a cette escroc et que d autre membres pense la meme chose faut plus ce laisser faire avec ces escro j ai déposé une plainte contre lui pour vole et diffamation faut plus ce laisser faire avec ces merde!,2016-11-22,2020-05-09 11:28:45,2016,11,2016-11,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238453,51365,2016-11-22 18:24:22,1,14791,Ba-Click,0,1,Paiement 10&euro, demandé le 14/08/2016 et rien n'est reçu,Paiement 10€ demandé le 14/08/2016 et rien n'est reçu,2016-11-22,2020-05-09 18:24:22,2016,11,2016-11,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238641,17054,2016-11-23 12:31:06,0,457,MILIMEL,0,1,"J'ai constaté que mon solde de 21,15 eur s'est vu réduire de 10 EUR pour totaliser 15 EUR.<br />
J'ai donc envoyé un courriel à l'administration de ce site, qui m'a affirmé qu'une régie n'avait pas payé sa contribution, et ceci en était la raison.<br />
<br />
Je voudrais vous soumettre les raisons pour lesquelles je doute de cette affirmation :<br />
<br />
1. A aucun moment je n'ai reçu de message me notifiant cette situation avant d'être débité.<br />
2. A aucun moment, au nom du sacro-saint article 1134 du code civil, la régie Milimel ne s'est battu contre cet impayé afin de rétablir le droit de chaque contributeur.<br />
3. Affirmer que, sans préavis et de manière unilatérale, cette régie s'octroit le droit de manipuler le crédit d'un compte dont le solde en est ma propriété, démontre que nous sommes les victimes d'une fraude au sens de l'article 311 du code pénal.<br />
<br />
Je demande à tous ceux victimes de ce comportement, de sommer la régie de vous fournir la lettre qu'elle a envoyée à cette régie incriminée afin d'initier un recouvrement de cette dette. Autrement, nous constaterons une négligence de la part de la régie Milimel, ce qui se traduit par le remboursement de la somme prélevée sur chaque compte.<br />
<br />
Cher administration de Milimel: sachez que si vous n'utilisez pas l'ensemble des moyens disponibles pour ce recouvrement, vous ne pouvez pas justifier le débit de nos comptes contributeurs. Nous avons un contrat avec vous, il concerne les dispositions des conditions d'utilisations sujettes à l'article 1134 du code civil (applicable sur le principe de la bonne foi). Vous êtes donc les complices de ce manquement contractuel et devez nous rembourser si vous avez failli à cette obligation.<br />
<br />
Merci ..<span class=editCom> | Edit. : 23/11/2016 12:39:13</span>","J'ai constaté que mon solde de 21,15 eur s'est vu réduire de 10 EUR pour totaliser 15 EUR. J'ai donc envoyé un courriel à l'administration de ce site, qui m'a affirmé qu'une régie n'avait pas payé sa contribution, et ceci en était la raison.  Je voudrais vous soumettre les raisons pour lesquelles je doute de cette affirmation :  1. A aucun moment je n'ai reçu de message me notifiant cette situation avant d'être débité. 2. A aucun moment, au nom du sacro-saint article 1134 du code civil, la régie Milimel ne s'est battu contre cet impayé afin de rétablir le droit de chaque contributeur. 3. Affirmer que, sans préavis et de manière unilatérale, cette régie s'octroit le droit de manipuler le crédit d'un compte dont le solde en est ma propriété, démontre que nous sommes les victimes d'une fraude au sens de l'article 311 du code pénal.  Je demande à tous ceux victimes de ce comportement, de sommer la régie de vous fournir la lettre qu'elle a envoyée à cette régie incriminée afin d'initier un recouvrement de cette dette. Autrement, nous constaterons une négligence de la part de la régie Milimel, ce qui se traduit par le remboursement de la somme prélevée sur chaque compte.  Cher administration de Milimel: sachez que si vous n'utilisez pas l'ensemble des moyens disponibles pour ce recouvrement, vous ne pouvez pas justifier le débit de nos comptes contributeurs. Nous avons un contrat avec vous, il concerne les dispositions des conditions d'utilisations sujettes à l'article 1134 du code civil (applicable sur le principe de la bonne foi). Vous êtes donc les complices de ce manquement contractuel et devez nous rembourser si vous avez failli à cette obligation.  Merci .. | Edit. : 23/11/2016 12:39:13",2016-11-23,2020-05-09 12:31:06,2016,11,2016-11,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238794,73506,2016-11-23 23:57:51,0,13076,SlideJoy,0,1,douteux,douteux,2016-11-23,2020-05-09 23:57:51,2016,11,2016-11,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238922,69102,2016-11-24 15:26:49,1,14791,Ba-Click,0,1,"Bonjour,<br />
J'ai commandé un payement Paypal de 10&euro;.<br />
Ils m'en ont donné que 5&euro;<br />
Donc faite attention à ce site.<br />
Il est douteux<br />
Merci","Bonjour, J'ai commandé un payement Paypal de 10€. Ils m'en ont donné que 5€ Donc faite attention à ce site. Il est douteux Merci",2016-11-24,2020-05-09 15:26:49,2016,11,2016-11,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239315,63199,2016-11-25 21:10:52,0,774,Scarlet-Clicks,0,1,"Bonsoir  ,  alors  depuis aujourd hui  j ai  mon compte  compte  suspendu j ai atteint  les  2 $ pour  le retrait  et aujourd hui mon compte  suspendu  alors  la  je commence a en avoir  vraiment  marrre  ceci s adresse  a ceux qui creer  ces  ptc  si vous  n etes  pas capable  de  payer  vos  membres  serieusement   arreter   car  nous  on jette de  l argent  dans  vos sites  pour definir  vous  nous  niquer  derriere  alors    merde   je  n investie  plus dans aucun nouveau  ptc  je reste  avec ceux qui sont serieux  et  pour  ma  part  scarlet clicks  n est  pas  serieux  arrivé  a  2$ me  bloqué  mon compte serieux   ral le bol  ","Bonsoir  ,  alors  depuis aujourd hui  j ai  mon compte  compte  suspendu j ai atteint  les  2 $ pour  le retrait  et aujourd hui mon compte  suspendu  alors  la  je commence a en avoir  vraiment  marrre  ceci s adresse  a ceux qui creer  ces  ptc  si vous  n etes  pas capable  de  payer  vos  membres  serieusement   arreter   car  nous  on jette de  l argent  dans  vos sites  pour definir  vous  nous  niquer  derriere  alors    merde   je  n investie  plus dans aucun nouveau  ptc  je reste  avec ceux qui sont serieux  et  pour  ma  part  scarlet clicks  n est  pas  serieux  arrivé  a  2$ me  bloqué  mon compte serieux   ral le bol  ",2016-11-25,2020-05-09 21:10:52,2016,11,2016-11,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239328,39989,2016-11-25 21:59:55,0,18373,usdclix,0,1,"Plus de site !<br />
<br />
site fermé...<br />
<br />
",Plus de site !  site fermé...  ,2016-11-25,2020-05-09 21:59:55,2016,11,2016-11,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239357,11043,2016-11-26 03:37:19,0,193,Mailorama,0,1,"Je ne reçois plus aucun mail rémunéré dans ma boite mail perso, les mails rémunérés apparaissent chaque jour en date du 17 novembre le 20, le 21 le 25 bref, chaque jour mais je ne peut cliquer dessus, aucun lien pour demander le renvoi, par contre les mails non rémunéré eux je les reçois bien dans ma boite mail perso, réponse bateau reçu j'ai dû déjà les ouvrir sur le site mailorama, sauf que ce n'est pas le cas, aucune créditation, tant mieux pour ceux qui fonctionnent moi plus rien, je viens de faire compte supprimé mais je voulais quand même dire ce que j'avais à dire, bien déçue là !","Je ne reçois plus aucun mail rémunéré dans ma boite mail perso, les mails rémunérés apparaissent chaque jour en date du 17 novembre le 20, le 21 le 25 bref, chaque jour mais je ne peut cliquer dessus, aucun lien pour demander le renvoi, par contre les mails non rémunéré eux je les reçois bien dans ma boite mail perso, réponse bateau reçu j'ai dû déjà les ouvrir sur le site mailorama, sauf que ce n'est pas le cas, aucune créditation, tant mieux pour ceux qui fonctionnent moi plus rien, je viens de faire compte supprimé mais je voulais quand même dire ce que j'avais à dire, bien déçue là !",2016-11-26,2020-05-09 03:37:19,2016,11,2016-11,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239447,58935,2016-11-26 12:21:44,0,16667,MyFlouss,0,1,"N'attendez rien , vous etes victime , vous portez plainte , 3 mois il va nous ballader de monsieur ? C'est la faute de starpass , et bien il pourra porter plainte egalement comme cela.<br />
Il va raquer toute sa vie pour rembourser lesgens qu'il a volé , n'ayez aucune sympathie pour un voleur .","N'attendez rien , vous etes victime , vous portez plainte , 3 mois il va nous ballader de monsieur ? C'est la faute de starpass , et bien il pourra porter plainte egalement comme cela. Il va raquer toute sa vie pour rembourser lesgens qu'il a volé , n'ayez aucune sympathie pour un voleur .",2016-11-26,2020-05-09 12:21:44,2016,11,2016-11,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239540,39989,2016-11-26 19:49:41,0,19375,KalterBux,0,1,"Ben non finalement... Le site n'aura pas vécu longtemps !<br />
<br />
Site suspendu par son hébergeur.<br />
<br />
Site fermé !<br />
<br />
",Ben non finalement... Le site n'aura pas vécu longtemps !  Site suspendu par son hébergeur.  Site fermé !  ,2016-11-26,2020-05-09 19:49:41,2016,11,2016-11,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239569,57935,2016-11-26 22:22:05,0,4419,capbux.com,0,1,Big SCAM ! Grosse arnaque !,Big SCAM ! Grosse arnaque !,2016-11-26,2020-05-09 22:22:05,2016,11,2016-11,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240038,74028,2016-11-28 21:36:27,1,14791,Ba-Click,0,1,"Bonsoir<br />
Je me connecte sur mon compte Ba-click et je vois que j'ai 2040 Ba-coins . Je decide de passer commande pour le paiement Paypal. Et un message d'erreur s'affiche sur mon compte, ILS M'ONT DÉBITÉ SANS PRENDRE EN COMPTE LA COMMANDE . Je me retrouve avec seulement 40 coins et rien du tout dans la section commande. mon pseudo est Ophelie<br />
<br />
C'est tellement lâche d'arnaquer les gens qui passent du temps à faire les offres. Je ne recommande vraiment pas ce site, de ce que j'ai lu je ne pourrais apparament pas compter sur le support, j'espère me tromper .<br />
<br />
Comme on peut le voir sur ce screen la moitié des offres ont été faite.","Bonsoir Je me connecte sur mon compte Ba-click et je vois que j'ai 2040 Ba-coins . Je decide de passer commande pour le paiement Paypal. Et un message d'erreur s'affiche sur mon compte, ILS M'ONT DÉBITÉ SANS PRENDRE EN COMPTE LA COMMANDE . Je me retrouve avec seulement 40 coins et rien du tout dans la section commande. mon pseudo est Ophelie  C'est tellement lâche d'arnaquer les gens qui passent du temps à faire les offres. Je ne recommande vraiment pas ce site, de ce que j'ai lu je ne pourrais apparament pas compter sur le support, j'espère me tromper .  Comme on peut le voir sur ce screen la moitié des offres ont été faite.",2016-11-28,2020-05-09 21:36:27,2016,11,2016-11,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240059,40621,2016-11-28 23:15:31,0,18388,Claimbitco.in,0,1,ReNouvelle. Je viens de voir que il ne mon pas payé (j'en déduit) car mon compte est suspendue sans aucune raison sauf avoir demander un paiement.<span class=editCom> | Edit. : 28/11/2016 23:15:43</span>,ReNouvelle. Je viens de voir que il ne mon pas payé (j'en déduit) car mon compte est suspendue sans aucune raison sauf avoir demander un paiement. | Edit. : 28/11/2016 23:15:43,2016-11-28,2020-05-09 23:15:31,2016,11,2016-11,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240067,71105,2016-11-29 00:42:48,0,20200,vicebux,0,1,"<p><span class='isModCom'>[ MOD : commentaire édité par final31 | 29/11/2016 à 09h19 |  ]</span></p>Attention !!!!<br />
Après 2 jours de test je reconnais deja le scam !!<br />
Je m'explique :<br />
Hier j'ai voulu parrainer mes abonnés pour tester le site plus vite mais j'ai remarqué un petit detail :<br />
Mon URL de parrainage etait http://buxvillage.com/?ref=talxxxxxl<br />
<br />
Or comme plusieurs personnes doivent le savoir buxvillage est un ancien site de ptc identique ( physiquement ) a vice bux<br />
De plus dès qu'un de mes abonnés a cliqué sur le lien celui a changé dans mes paramètres pour faire place au bon lien de parrainage<br />
<br />
Bref le test s'arrête là pour moi !<br />
A VOS RISQUES ET PERILS !!!!!",[ MOD : commentaire édité par final31 | 29/11/2016 à 09h19 |  ]Attention !!!! Après 2 jours de test je reconnais deja le scam !! Je m'explique : Hier j'ai voulu parrainer mes abonnés pour tester le site plus vite mais j'ai remarqué un petit detail : Mon URL de parrainage etait http://buxvillage.com/?ref=talxxxxxl  Or comme plusieurs personnes doivent le savoir buxvillage est un ancien site de ptc identique ( physiquement ) a vice bux De plus dès qu'un de mes abonnés a cliqué sur le lien celui a changé dans mes paramètres pour faire place au bon lien de parrainage  Bref le test s'arrête là pour moi ! A VOS RISQUES ET PERILS !!!!!,2016-11-29,2020-05-09 00:42:48,2016,11,2016-11,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240466,36685,2016-11-30 20:48:16,0,18615,My Cashware,0,1,"Bonjour on se retrouve après 2 semaines de test avec un ami car je n'ai plus suffisamment de puissance pour miner avec ce logiciel.<br />
<br />
Un Asics de 1Th/s pour miner le BTC converti a l'occasion pour ce site cashware.<br />
<br />
Donc conclusion courte : le web se remplis les poches car en 2 semaines h24 , le site a rapporté seulement 78$ pour 117$ d'électricité donc pas rentable c'est clair.<br />
<br />
Donc gros avertissement même si vous avez 16 GO de Ram votre PC va régulièrement planté et une latence supérieur à 980 ms.<br />
<br />
Même pour les membres qui ne paye pas l'électricité je vous conseille plus d'utiliser CG Miner ou autres logiciels spécialisé dans le minage :)<br />
<br />
Et je ne suis même pas sur qu'il paye car pas mal de membres se plaignent notamment sur Bitcointalk.<br />
<br />
<br />
<br />
<br />
","Bonjour on se retrouve après 2 semaines de test avec un ami car je n'ai plus suffisamment de puissance pour miner avec ce logiciel.  Un Asics de 1Th/s pour miner le BTC converti a l'occasion pour ce site cashware.  Donc conclusion courte : le web se remplis les poches car en 2 semaines h24 , le site a rapporté seulement 78$ pour 117$ d'électricité donc pas rentable c'est clair.  Donc gros avertissement même si vous avez 16 GO de Ram votre PC va régulièrement planté et une latence supérieur à 980 ms.  Même pour les membres qui ne paye pas l'électricité je vous conseille plus d'utiliser CG Miner ou autres logiciels spécialisé dans le minage :)  Et je ne suis même pas sur qu'il paye car pas mal de membres se plaignent notamment sur Bitcointalk.     ",2016-11-30,2020-05-09 20:48:16,2016,11,2016-11,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240589,30362,2016-12-01 15:19:52,0,5800,Ouah,0,1,"<br />
Cadeau commandé y'a plus de 8 mois<br />
Jamais reçu....<br />
J'ai envoyé des mails qui n'ont jamais abouti...<br />
Conclusion site à éviter totalement, il n'y a plus personne derrière! "," Cadeau commandé y'a plus de 8 mois Jamais reçu.... J'ai envoyé des mails qui n'ont jamais abouti... Conclusion site à éviter totalement, il n'y a plus personne derrière! ",2016-12-01,2020-05-09 15:19:52,2016,12,2016-12,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241185,74040,2016-12-04 10:37:54,0,15939,Wiin-it,0,1,"Bonjour,<br />
Après avoir essayé ce site et gagné 15&euro;, j'ai demandé mon reversement. Bizarrement, j'ai été banni du site. Pensant qu'il s'agissait d'une erreur due à une utilisation involontaire de vpn, je contacte le support, qui m'indique qu'il va faire une exception.<br />
Je n'ai non seulement pas été débanni, mais je me suis rendu compte que ce n'était surement pas du au vpn, mais bien à mes gains que le site ne voulait pas me reverser.<br />
Ce site est un scam, qui vous reverse à condition de faire de la pub pour lui. Je vous déconseille de vous inscrire, et je vous invite à ne pas perdre votre temps sur un site qui va vous donner un faux espoir, et duquel vous ne pouvez espérer que quelques euros. J'avais réussi à devenir bon à un jeu, ""the goat escape"", mais le site a également bloqué l'utilisation de ce niveau, qui ne peut désormais se jouer qu'une seule fois.<br />
Il n'y a rien d?intéressant, et même en jouant tous les jours et en réussissant à gagner 5&euro;, c'est la loterie sur est ce que vous allez être payé.<br />
Je vous invite à également témoigner contre ce site qui n'en a rien à faire de ses membres, et dont le support à été horriblement long, et n'a toujours pas réussi à résoudre mon problème malgré plusieurs mails.<br />
Bonne journée, et je vous conseille globaltestmarket, un site qui paye vraiment !","Bonjour, Après avoir essayé ce site et gagné 15€, j'ai demandé mon reversement. Bizarrement, j'ai été banni du site. Pensant qu'il s'agissait d'une erreur due à une utilisation involontaire de vpn, je contacte le support, qui m'indique qu'il va faire une exception. Je n'ai non seulement pas été débanni, mais je me suis rendu compte que ce n'était surement pas du au vpn, mais bien à mes gains que le site ne voulait pas me reverser. Ce site est un scam, qui vous reverse à condition de faire de la pub pour lui. Je vous déconseille de vous inscrire, et je vous invite à ne pas perdre votre temps sur un site qui va vous donner un faux espoir, et duquel vous ne pouvez espérer que quelques euros. J'avais réussi à devenir bon à un jeu, ""the goat escape"", mais le site a également bloqué l'utilisation de ce niveau, qui ne peut désormais se jouer qu'une seule fois. Il n'y a rien d?intéressant, et même en jouant tous les jours et en réussissant à gagner 5€, c'est la loterie sur est ce que vous allez être payé. Je vous invite à également témoigner contre ce site qui n'en a rien à faire de ses membres, et dont le support à été horriblement long, et n'a toujours pas réussi à résoudre mon problème malgré plusieurs mails. Bonne journée, et je vous conseille globaltestmarket, un site qui paye vraiment !",2016-12-04,2020-05-09 10:37:54,2016,12,2016-12,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241217,5136,2016-12-04 13:08:23,0,9403,Peace-ptp,0,1,"Bjr a tous,<br />
<br />
Je viens ici annoncé que l'admin de ce site est un voleur. il n'as pas voulu me payé la somme de 17.98&euro; en m'accusant de triché (d'avoir double compte) ce qui est faut. j'ai jamais eu de doubles compte nul part. j'ai essayé de lui faire comprendre qu'il ce trompé de compte, de personne, il n'a rien voulu savoir. il m'a dit que j'avais déjà eu un paiement de lui avant, faut aussi, j'ai jamais rien touché de lui. <br />
<br />
il vient de fermé mon compte quand il a vu ce que je marqué sur lui sur le chat de son site en gardant l'argent bien sûr. <br />
<br />
j'ai jamais été malhonnête, j'aime pas les voleur, alors je tiens a avertir tous le monde, faite ATTENTION. ","Bjr a tous,  Je viens ici annoncé que l'admin de ce site est un voleur. il n'as pas voulu me payé la somme de 17.98€ en m'accusant de triché (d'avoir double compte) ce qui est faut. j'ai jamais eu de doubles compte nul part. j'ai essayé de lui faire comprendre qu'il ce trompé de compte, de personne, il n'a rien voulu savoir. il m'a dit que j'avais déjà eu un paiement de lui avant, faut aussi, j'ai jamais rien touché de lui.   il vient de fermé mon compte quand il a vu ce que je marqué sur lui sur le chat de son site en gardant l'argent bien sûr.   j'ai jamais été malhonnête, j'aime pas les voleur, alors je tiens a avertir tous le monde, faite ATTENTION. ",2016-12-04,2020-05-09 13:08:23,2016,12,2016-12,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241262,40621,2016-12-04 17:27:20,0,19837,Priusads,0,1,Payement en attente depuis 1 mois et demi. Le site à maintenant fermé. A fermé sans payé ces membre,Payement en attente depuis 1 mois et demi. Le site à maintenant fermé. A fermé sans payé ces membre,2016-12-04,2020-05-09 17:27:20,2016,12,2016-12,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241438,73389,2016-12-05 13:15:27,0,14982,Swiper,0,1,"En attente d'un code demandé en juillet... Aucunes nouvelles, sauf un mail envoyé septembre pour indiquer que ça arriverais en octobre...<br />
Vu les nombreux messages des utilisateurs postés sur facebook ou twitter qui attendent aussi leur code, je ne suis pas le seul. A voir...","En attente d'un code demandé en juillet... Aucunes nouvelles, sauf un mail envoyé septembre pour indiquer que ça arriverais en octobre... Vu les nombreux messages des utilisateurs postés sur facebook ou twitter qui attendent aussi leur code, je ne suis pas le seul. A voir...",2016-12-05,2020-05-09 13:15:27,2016,12,2016-12,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241594,51821,2016-12-06 09:00:15,0,11690,Buxvertise,0,1,"salut , <br />
<br />
vous etes encore confus à propos de ce site ? c'est un scaaaaaam mais qui n'est pas declaré , parce qu'il paye , !!!! eh oui , il te paye 50 dollars aprés que tu as investi 300 , et le reste tu peux dire adieux , puisque il te donne des filleuls qui ne fonctionne que pour 1 mois et 7 jours , et puis il cesse de cliquer , tu seras alors obligé soit de recycler ou de les laisser partir , tu es perdant dans les 2 cas ,meme si tu les loue seulement cad sans prolongement ni recyclage tu seras aussi perdant , et le peu que tu receuille de ton argent investi , il te le paye pour qu'il ne soit pas classé comme scam ..avec son arsenal de faux profils qui disent dans les forums que c'est un bon site et qu'il fait gagner de l'argent et bla bla bla , ses affaires vont bien le fils du panama ..","salut ,   vous etes encore confus à propos de ce site ? c'est un scaaaaaam mais qui n'est pas declaré , parce qu'il paye , !!!! eh oui , il te paye 50 dollars aprés que tu as investi 300 , et le reste tu peux dire adieux , puisque il te donne des filleuls qui ne fonctionne que pour 1 mois et 7 jours , et puis il cesse de cliquer , tu seras alors obligé soit de recycler ou de les laisser partir , tu es perdant dans les 2 cas ,meme si tu les loue seulement cad sans prolongement ni recyclage tu seras aussi perdant , et le peu que tu receuille de ton argent investi , il te le paye pour qu'il ne soit pas classé comme scam ..avec son arsenal de faux profils qui disent dans les forums que c'est un bon site et qu'il fait gagner de l'argent et bla bla bla , ses affaires vont bien le fils du panama ..",2016-12-06,2020-05-09 09:00:15,2016,12,2016-12,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241749,3960,2016-12-06 22:18:35,0,19914,Onads,0,1,"Bonsoir,<br />
Compte du site suspendu par l'hébergeur, site fermé.","Bonsoir, Compte du site suspendu par l'hébergeur, site fermé.",2016-12-06,2020-05-09 22:18:35,2016,12,2016-12,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241853,9745,2016-12-07 14:40:06,0,17236,MAXI-PTC.FR,0,1,"bonjour<br />
je pensais que Mme Evelyne LANGLOIS :   <br />
avait compris que si on a un site on doit payer mais elle n'as pas changer ses habitude <br />
mon premier paiement de 1 eu demander le 16/11 position 8  <br />
4 mails envoyer         <br />
chaque fois je vous paies se soir  'promesse jamais tenus comme ses anciens sites<br />
voir dans mes anciens témoignage <br />
on doit la classe dans ARNAQUE                                                                                                  ",bonjour je pensais que Mme Evelyne LANGLOIS :    avait compris que si on a un site on doit payer mais elle n'as pas changer ses habitude  mon premier paiement de 1 eu demander le 16/11 position 8   4 mails envoyer          chaque fois je vous paies se soir  'promesse jamais tenus comme ses anciens sites voir dans mes anciens témoignage  on doit la classe dans ARNAQUE                                                                                                  ,2016-12-07,2020-05-09 14:40:06,2016,12,2016-12,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
